Date,Open,High,Low,Close ,Adj Close,Volume
24-Jan-24,12.66,13.18,12.41,13.14,13.14,-
23-Jan-24,13.2,13.29,12.53,12.55,12.55,-
22-Jan-24,13.77,13.84,13.17,13.19,13.19,-
19-Jan-24,13.8,14.58,13.28,13.3,13.3,-
18-Jan-24,14.85,14.89,13.89,14.13,14.13,-
17-Jan-24,14.59,15.4,14.38,14.79,14.79,-
16-Jan-24,14.12,14.35,13.52,13.84,13.84,-
12-Jan-24,12.66,13.08,12.47,12.7,12.7,-
11-Jan-24,12.64,13.31,12.35,12.44,12.44,-
10-Jan-24,12.86,12.95,12.67,12.69,12.69,-
9-Jan-24,13.2,13.45,12.74,12.76,12.76,-
8-Jan-24,14,14.18,13.02,13.08,13.08,-
5-Jan-24,14.24,14.58,13.29,13.35,13.35,-
4-Jan-24,13.93,14.2,13.64,14.13,14.13,-
3-Jan-24,13.35,14.22,13.33,14.04,14.04,-
2-Jan-24,13.22,14.23,13.1,13.2,13.2,-
29-Dec-23,12.55,13.19,12.36,12.45,12.45,-
28-Dec-23,12.44,12.65,12.38,12.47,12.47,-
27-Dec-23,13.02,13.04,12.37,12.43,12.43,-
26-Dec-23,13.77,13.8,12.96,12.99,12.99,-
22-Dec-23,13.72,13.96,13,13.03,13.03,-
21-Dec-23,13.4,14.49,13.34,13.65,13.65,-
20-Dec-23,12.63,13.93,12.29,13.67,13.67,-
19-Dec-23,12.6,12.6,12.33,12.53,12.53,-
18-Dec-23,12.62,12.64,12.4,12.56,12.56,-
15-Dec-23,12.12,12.54,12.01,12.28,12.28,-
14-Dec-23,11.96,12.74,11.84,12.48,12.48,-
13-Dec-23,12.2,12.46,11.82,12.19,12.19,-
12-Dec-23,12.69,12.74,11.81,12.07,12.07,-
11-Dec-23,13.05,13.14,12.61,12.63,12.63,-
8-Dec-23,13.14,13.24,12.35,12.35,12.35,-
7-Dec-23,13.17,13.28,12.95,13.06,13.06,-
6-Dec-23,12.78,13.03,12.64,12.97,12.97,-
5-Dec-23,13.26,13.76,12.81,12.85,12.85,-
4-Dec-23,13.28,13.7,12.98,13.08,13.08,-
1-Dec-23,12.94,12.96,12.48,12.63,12.63,-
30-Nov-23,13.07,13.39,12.82,12.92,12.92,-
29-Nov-23,12.71,13.1,12.48,12.98,12.98,-
28-Nov-23,12.78,14.3,12.56,12.69,12.69,-
27-Nov-23,13.14,13.28,12.64,12.69,12.69,-
24-Nov-23,13.03,13.17,12.45,12.46,12.46,-
22-Nov-23,13.08,13.25,12.82,12.85,12.85,-
21-Nov-23,13.45,14.31,13.13,13.35,13.35,-
20-Nov-23,14.26,14.31,13.39,13.41,13.41,-
17-Nov-23,14.18,14.19,13.67,13.8,13.8,-
16-Nov-23,14.12,14.42,13.68,14.32,14.32,-
15-Nov-23,14.21,14.35,13.97,14.18,14.18,-
14-Nov-23,14.83,14.86,13.91,14.16,14.16,-
13-Nov-23,15.16,15.19,14.58,14.76,14.76,-
10-Nov-23,15.09,15.45,14.16,14.17,14.17,-
9-Nov-23,14.61,15.57,14.13,15.29,15.29,-
8-Nov-23,14.91,15.09,14.3,14.45,14.45,-
7-Nov-23,15.1,15.17,14.71,14.81,14.81,-
6-Nov-23,15.39,15.58,14.84,14.89,14.89,-
3-Nov-23,15.7,15.83,14.91,14.91,14.91,-
2-Nov-23,16.59,16.62,15.58,15.66,15.66,-
1-Nov-23,18.02,18.42,16.63,16.87,16.87,-
31-Oct-23,19.86,19.86,17.97,18.14,18.14,-
30-Oct-23,21.13,21.16,19.55,19.75,19.75,-
27-Oct-23,20.39,22.07,19.72,21.27,21.27,-
26-Oct-23,21.78,21.96,20.22,20.68,20.68,-
25-Oct-23,19.39,21.24,18.86,20.19,20.19,-
24-Oct-23,20.03,20.24,18.65,18.97,18.97,-
23-Oct-23,21.83,23.08,19.48,20.37,20.37,-
20-Oct-23,21.59,21.83,20.42,21.71,21.71,-
19-Oct-23,19.73,21.4,18.55,21.4,21.4,-
18-Oct-23,18.36,20.15,17.88,19.22,19.22,-
17-Oct-23,17.41,18.54,16.97,17.88,17.88,-
16-Oct-23,19.1,19.57,17.14,17.21,17.21,-
13-Oct-23,16.53,20.78,16.5,19.32,19.32,-
12-Oct-23,16.08,18.08,15.44,16.69,16.69,-
11-Oct-23,16.95,17.78,16.09,16.09,16.09,-
10-Oct-23,17.7,17.86,16.51,17.03,17.03,-
9-Oct-23,19.54,19.6,17.56,17.7,17.7,-
6-Oct-23,18.73,19.93,17.19,17.45,17.45,-
5-Oct-23,18.67,19.58,18.26,18.49,18.49,-
4-Oct-23,20.72,20.88,18.3,18.58,18.58,-
3-Oct-23,17.81,20.48,17.52,19.78,19.78,-
