Date,Open,High,Low,Close ,Adj Close ,Volume
2-Nov-23,107,107.47,105.91,107.05,107.05,"1,679,800"
1-Nov-23,104.08,105.19,103.32,104.97,104.97,"2,012,700"
31-Oct-23,104.94,105.38,103.37,105,105,"1,899,200"
30-Oct-23,109.36,109.36,105.34,106.17,106.17,"2,737,200"
27-Oct-23,110.1,110.68,106.7,107.06,107.06,"1,666,100"
26-Oct-23,107.86,109.18,107.26,108.64,108.64,"1,411,500"
25-Oct-23,109.2,109.49,107.37,107.98,107.98,"1,777,000"
24-Oct-23,107.82,112.45,107.76,111.43,111.43,"3,350,000"
23-Oct-23,105.73,108.21,104.57,107.4,107.4,"2,055,800"
20-Oct-23,105.94,108.3,105.37,106.46,106.46,"3,384,200"
19-Oct-23,111.8,112.91,107.45,107.86,107.86,"5,811,300"
18-Oct-23,117.22,117.47,114.18,114.71,114.71,"4,147,200"
17-Oct-23,121.38,122.56,119.01,119.76,119.76,"4,197,100"
16-Oct-23,123.69,125.1,121.67,124.91,124.91,"3,073,200"
13-Oct-23,126.93,127.92,124.58,125.18,125.18,"2,459,600"
12-Oct-23,133.62,134.04,127.15,128.12,128.12,"2,445,000"
11-Oct-23,135.45,135.85,133.01,134.12,134.12,"1,854,500"
10-Oct-23,133.61,135.69,133.36,134.64,134.64,"1,511,800"
9-Oct-23,132.01,133.72,132,133.58,133.58,"880,100"
6-Oct-23,129.37,135.29,129.37,134.76,134.76,"1,685,800"
5-Oct-23,128,130.14,127.5,130.1,130.1,"1,277,500"
4-Oct-23,127.88,128.31,126.74,127.81,127.81,"1,314,500"
