Date,Open,High,Low,Close ,Adj Close ,Volume
12-Jul-24,11.88,13.14,11.71,13.01,13.01,"10,820,800"
11-Jul-24,11.86,12.2,11.41,11.9,11.9,"4,814,300"
10-Jul-24,12.17,12.22,11.52,11.88,11.88,"4,864,300"
9-Jul-24,12,12.27,11.7,12.14,12.14,"4,898,800"
8-Jul-24,12.38,13.09,11.92,12.1,12.1,"10,601,400"
5-Jul-24,11.42,12.47,10.98,12.4,12.4,"10,681,000"
3-Jul-24,10.73,11.54,10.67,11.37,11.37,"4,315,000"
2-Jul-24,10.85,10.98,10.17,10.72,10.72,"6,933,600"
1-Jul-24,11.85,12.6,10.78,10.84,10.84,"10,724,800"
28-Jun-24,11.45,11.93,11.28,11.61,11.61,"14,037,600"
27-Jun-24,10.92,11.84,10.85,11.45,11.45,"7,057,100"
26-Jun-24,10.87,11.71,10.78,11.23,11.23,"6,983,700"
25-Jun-24,10.21,11.03,9.32,10.98,10.98,"8,477,300"
24-Jun-24,10.49,10.77,10.01,10.33,10.33,"6,696,200"
21-Jun-24,11,11,10.02,10.08,10.08,"10,244,000"
20-Jun-24,11.32,12.05,11.21,11.22,11.22,"9,697,300"
18-Jun-24,12.4,12.45,10.91,11.39,11.39,"16,022,800"
17-Jun-24,10.33,12.37,10.03,11.75,11.75,"22,821,400"
14-Jun-24,9.9,10.32,9.63,10.22,10.22,"8,097,800"
13-Jun-24,9.89,10.34,9.74,9.98,9.98,"8,819,500"
12-Jun-24,9.7,10.1,9.37,9.76,9.76,"10,401,900"
11-Jun-24,8.49,9.95,8.35,9.87,9.87,"12,057,500"
10-Jun-24,8.55,8.77,8.09,8.48,8.48,"7,161,100"
7-Jun-24,9.16,9.2,8.58,8.62,8.62,"7,303,800"
6-Jun-24,8.72,9.49,8.7,9.32,9.32,"10,087,100"
5-Jun-24,8.72,9.6,8.39,8.79,8.79,"15,718,900"
4-Jun-24,8.36,8.7,7.92,8.67,8.67,"7,824,400"
3-Jun-24,8.04,8.63,7.56,8.38,8.38,"13,819,500"
31-May-24,8.51,9.2,7.99,8.27,8.27,"15,500,700"
30-May-24,9.24,9.4,7.8,8.41,8.41,"37,895,300"
29-May-24,6.17,9.35,5.68,9.02,9.02,"109,899,300"
28-May-24,4.99,5.42,4.65,5.33,5.33,"10,165,600"
24-May-24,4.18,4.76,4.15,4.74,4.74,"6,510,100"
23-May-24,4.65,4.65,4,4.14,4.14,"6,402,700"
22-May-24,4.6,4.88,4.17,4.66,4.66,"8,460,600"
21-May-24,5.6,5.69,4.43,4.71,4.71,"15,850,300"
20-May-24,4.43,5.77,4.34,5.28,5.28,"24,652,900"
17-May-24,4.1,5.12,4.06,4.54,4.54,"35,880,800"
16-May-24,3.14,4.16,3.07,4.03,4.03,"76,045,600"
15-May-24,2.6,2.6,2.29,2.39,2.39,"11,016,400"
14-May-24,2.25,2.58,2.25,2.51,2.51,"4,175,500"
13-May-24,2.29,2.32,2.12,2.24,2.24,"3,457,300"
10-May-24,2.37,2.45,2.26,2.26,2.26,"1,318,400"
9-May-24,2.3,2.36,2.24,2.36,2.36,"1,249,000"
8-May-24,2.31,2.35,2.25,2.3,2.3,"999,900"
7-May-24,2.42,2.45,2.3,2.32,2.32,"1,474,300"
6-May-24,2.46,2.6,2.46,2.48,2.48,"1,704,000"
3-May-24,2.33,2.48,2.33,2.45,2.45,"2,748,000"
2-May-24,2.29,2.36,2.25,2.3,2.3,"1,474,100"
1-May-24,2.18,2.35,2.17,2.26,2.26,"1,440,000"
30-Apr-24,2.29,2.31,2.2,2.21,2.21,"1,493,600"
29-Apr-24,2.26,2.38,2.24,2.33,2.33,"1,833,900"
26-Apr-24,2.17,2.25,2.17,2.23,2.23,"1,430,300"
25-Apr-24,2.11,2.2,2.1,2.19,2.19,"1,736,500"
24-Apr-24,2.16,2.21,2.12,2.14,2.14,"1,521,300"
23-Apr-24,2.15,2.21,2.11,2.15,2.15,"2,239,600"
22-Apr-24,2.1,2.18,2.07,2.16,2.16,"3,122,900"
19-Apr-24,2.1,2.14,2.08,2.09,2.09,"2,368,200"
18-Apr-24,2.04,2.21,2.04,2.14,2.14,"3,126,600"
17-Apr-24,2.06,2.1,2.03,2.05,2.05,"1,585,700"
16-Apr-24,2.07,2.08,1.99,2.02,2.02,"2,569,900"
15-Apr-24,2.16,2.19,2.08,2.08,2.08,"2,368,500"
12-Apr-24,2.11,2.2,2.07,2.13,2.13,"3,180,300"
11-Apr-24,2.17,2.19,2.05,2.11,2.11,"2,554,000"
10-Apr-24,2.25,2.25,2.1,2.14,2.14,"3,501,700"
9-Apr-24,2.28,2.35,2.26,2.31,2.31,"1,350,000"
8-Apr-24,2.26,2.32,2.22,2.27,2.27,"2,012,100"
5-Apr-24,2.27,2.3,2.18,2.2,2.2,"2,777,300"
4-Apr-24,2.39,2.43,2.25,2.25,2.25,"4,792,300"
3-Apr-24,2.02,2.32,1.98,2.32,2.32,"7,915,500"
2-Apr-24,2.34,2.36,1.97,2.01,2.01,"11,977,700"
1-Apr-24,2.93,2.95,2.61,2.63,2.63,"7,887,700"
28-Mar-24,2.92,3.1,2.87,2.9,2.9,"3,986,200"
27-Mar-24,2.83,2.9,2.77,2.86,2.86,"2,312,400"
26-Mar-24,2.88,2.89,2.81,2.81,2.81,"1,992,700"
25-Mar-24,2.75,2.87,2.74,2.84,2.84,"2,527,000"
22-Mar-24,2.85,2.86,2.71,2.76,2.76,"3,285,500"
21-Mar-24,2.92,2.97,2.76,2.78,2.78,"4,358,700"
20-Mar-24,2.91,2.98,2.85,2.95,2.95,"3,278,400"
19-Mar-24,2.98,2.98,2.83,2.86,2.86,"3,011,900"
18-Mar-24,3.21,3.21,2.96,2.97,2.97,"4,602,300"
15-Mar-24,3.03,3.22,3,3.14,3.14,"10,445,400"
14-Mar-24,3.15,3.16,3,3.04,3.04,"3,451,900"
13-Mar-24,3.01,3.39,2.95,3.1,3.1,"5,922,400"
12-Mar-24,3.05,3.09,2.92,2.98,2.98,"3,374,700"
11-Mar-24,3.02,3.12,3.02,3.05,3.05,"2,926,800"
8-Mar-24,3.05,3.19,3,3.01,3.01,"3,611,000"
7-Mar-24,3.1,3.18,2.93,2.95,2.95,"3,219,100"
6-Mar-24,3.15,3.19,3.07,3.1,3.1,"2,521,300"
5-Mar-24,3.12,3.12,3,3.01,3.01,"2,401,900"
4-Mar-24,3.25,3.25,3.09,3.12,3.12,"2,413,800"
1-Mar-24,3.2,3.33,3.11,3.21,3.21,"2,058,000"
29-Feb-24,3.24,3.3,3.17,3.17,3.17,"1,887,000"
28-Feb-24,3.3,3.31,3.15,3.19,3.19,"2,917,500"
27-Feb-24,3.24,3.4,3.24,3.38,3.38,"2,854,500"
26-Feb-24,3.01,3.22,2.93,3.2,3.2,"2,563,600"
23-Feb-24,3.12,3.13,2.94,2.95,2.95,"3,847,600"
22-Feb-24,3.25,3.27,3.07,3.09,3.09,"3,233,500"
21-Feb-24,3.3,3.3,3.12,3.16,3.16,"2,739,300"
20-Feb-24,3.45,3.51,3.29,3.32,3.32,"3,121,000"
16-Feb-24,3.5,3.52,3.4,3.43,3.43,"2,999,700"
15-Feb-24,3.35,3.49,3.27,3.41,3.41,"2,860,300"
14-Feb-24,3.27,3.36,3.16,3.32,3.32,"2,132,600"
13-Feb-24,3.36,3.42,3.16,3.17,3.17,"3,088,000"
12-Feb-24,3.57,3.7,3.46,3.52,3.52,"5,042,100"
9-Feb-24,3.25,3.46,3.18,3.43,3.43,"5,507,000"
8-Feb-24,2.83,3.18,2.77,3.18,3.18,"8,298,600"
7-Feb-24,2.86,2.86,2.59,2.61,2.61,"4,429,300"
6-Feb-24,2.78,2.92,2.74,2.88,2.88,"1,865,200"
5-Feb-24,2.9,2.9,2.72,2.77,2.77,"2,450,800"
2-Feb-24,2.89,2.89,2.79,2.84,2.84,"2,575,600"
1-Feb-24,2.94,2.95,2.78,2.9,2.9,"3,137,800"
31-Jan-24,2.95,3.08,2.87,2.87,2.87,"3,446,200"
30-Jan-24,3.09,3.17,2.9,2.92,2.92,"3,772,600"
29-Jan-24,2.85,3.08,2.76,3.07,3.07,"5,425,800"
26-Jan-24,2.99,3.04,2.77,2.79,2.79,"6,339,000"
25-Jan-24,3.08,3.1,2.93,2.95,2.95,"4,302,000"
